customerID,gender,Partner,Dependents,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
1383-EZRWL,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
8563-IIOXK,Male,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,500 INR,No
6135-OZQVA,Female,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,600 INR,No
0947-IDHRQ,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,900 INR,No
4060-LDNLU,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1000 INR,No
2207-OBZNX,Male,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,600 INR,No
6437-UKHMV,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,800 INR,Yes
5044-LRQAQ,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),700 INR,No
3799-ISUZQ,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),700 INR,Yes
7638-QVMVY,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,800 INR,Yes
1976-AZZPJ,Male,Yes,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,400 INR,No
1522-VVDMG,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
7353-YOWFP,Female,No,No,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
1397-XKKWR,Male,No,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,400 INR,No
4343-EJVQB,Male,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,800 INR,No
2575-GFSOE,Female,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
5309-TAIKL,Female,No,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),700 INR,No
9210-IAHGH,Female,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),800 INR,Yes
9979-RGMZT,Female,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,1000 INR,No
1925-TIBLE,Female,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,No
6258-NGCNG,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
9451-LPGOO,Male,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
2070-FNEXE,Female,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),800 INR,Yes
4115-NZRKS,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
3643-AHCFP,Male,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1000 INR,Yes
2123-AGEEN,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
2826-DXLQO,Male,Yes,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),300 INR,No
9134-CEQMF,Male,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
7905-NJMXS,Male,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,700 INR,No
7351-KYHQH,Female,No,No,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,700 INR,No
0999-QXNSA,Male,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
8699-ASUFO,Male,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,Yes
5931-FLJJF,Male,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,Yes
0015-UOCOJ,Female,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,No
2205-YMZZJ,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
6861-XWTWQ,Male,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
5533-NHFRF,Male,No,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,500 INR,No
5816-SCGFC,Female,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,600 INR,No
8972-HJWNV,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
0187-QSXOE,Male,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
3070-DVEYC,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,800 INR,No
6502-HCJTI,Male,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1000 INR,No
9334-GWGOW,Male,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
2077-MPJQO,Male,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
8884-ADFVN,Male,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
9305-CDSKC,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
5590-ZSKRV,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,600 INR,No
4080-OGPJL,Female,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,800 INR,Yes
3780-YVMFA,Female,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,700 INR,No
9367-WXLCH,Male,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),900 INR,No
6496-JDSSB,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),800 INR,Yes
9498-FIMXL,Female,No,No,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,200 INR,No
5168-MSWXT,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
5949-XIKAE,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,No
6464-KEXXH,Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),300 INR,No
5726-CVNYA,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,200 INR,No
4694-PHWFW,Female,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
8584-KMVXD,Female,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,800 INR,No
3354-OADJP,Female,No,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),600 INR,No
7993-PYKOF,Male,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,800 INR,No
1907-YLNYW,Male,No,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,700 INR,No
2017-CCBLH,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
2373-NTKOD,Male,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,700 INR,No
0895-UADGO,Male,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,500 INR,No
7677-SJJJK,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),200 INR,No
1735-XMJVH,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
6979-TNDEU,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
2667-WYLWJ,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,200 INR,No
9327-QSDED,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
6326-MTTXK,Male,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,1100 INR,Yes
8388-DMKAE,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
5405-ZMYXQ,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),800 INR,No
5515-RUGKN,Male,No,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),600 INR,No
3030-YDNRM,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
0420-BWTPW,Male,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
7967-HYCDE,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),800 INR,No
3106-ULWFW,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),900 INR,Yes
4365-MSDYN,Male,Yes,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),200 INR,No
9030-QGZNL,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
4813-HQMGZ,Female,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1000 INR,No
7089-RKVSZ,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
3981-QSVQI,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),200 INR,No
1226-JZNKR,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,200 INR,No
7318-EIVKO,Male,No,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,600 INR,No
2929-ERCFZ,Female,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
7089-IVVAZ,Female,No,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1100 INR,Yes
7140-ADSMJ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),300 INR,No
7994-UYIVZ,Male,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),900 INR,No
4277-PVRAN,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),900 INR,Yes
1849-RJYIG,Female,No,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,600 INR,No
5780-INQIK,Female,No,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,500 INR,No
2466-NEJOJ,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),200 INR,No
5133-VRSAB,Male,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
1614-JBEBI,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
6979-ZNSFF,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
3629-WEAAM,Female,No,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,700 INR,No
0587-DMGBH,Female,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,No
3272-VUHPV,Female,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),600 INR,No
6483-OATDN,Male,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),600 INR,No
7743-EXURX,Male,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,600 INR,No
3199-XGZCY,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,No
2219-MVUSO,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,Yes
9552-TGUZV,Male,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,No
9540-JYROE,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,800 INR,No
2926-JEJJC,Female,No,No,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),300 INR,No
4280-DLSHD,Male,Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,600 INR,No
1767-TGTKO,Female,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,500 INR,No
7421-ZLUPA,Female,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
7634-WSWDB,Female,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,400 INR,No
4608-LCIMN,Male,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),500 INR,No
3345-PBBFH,Male,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),500 INR,No
5345-BMKWB,Male,Yes,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
1567-DSCIC,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1000 INR,Yes
1850-AKQEP,Male,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
1045-LTCYT,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),300 INR,No
7797-EJMDP,Female,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),700 INR,No
9415-TPKRV,Female,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,600 INR,No
0325-XBFAC,Male,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
8455-HIRAQ,Female,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
0277-BKSQP,Male,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,600 INR,No
8541-QVFKM,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
4625-EWPTF,Male,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,400 INR,Yes
4801-KFYKL,Male,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),200 INR,No
8382-SHQEH,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
7845-URHJN,Female,Yes,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),300 INR,Yes
6854-EXGSF,Female,No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),700 INR,No
0302-JOIVN,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1100 INR,No
3235-ETOOB,Male,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
8837-VVWLQ,Female,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,900 INR,Yes
5229-PRWKT,Male,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
4226-KKDON,Male,No,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,700 INR,No
7337-CINUD,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),200 INR,No
0224-NIJLP,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
2717-HVIZY,Female,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
2680-XKKNJ,Female,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),600 INR,No
4544-RXFMG,Male,Yes,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,500 INR,No
5647-URDKA,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
2229-DPMBI,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
4526-RMTLL,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),800 INR,No
2005-DWQZJ,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
8148-WOCMK,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),200 INR,No
8792-AOROI,Female,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,700 INR,No
5568-DMXZS,Female,No,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,700 INR,No
3585-ISXZP,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1000 INR,Yes
7495-OOKFY,Female,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),900 INR,Yes
3488-PGMQJ,Male,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
4160-AMJTL,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,200 INR,No
9489-UTFKA,Male,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),700 INR,No
9889-TMAHG,Male,No,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),1100 INR,Yes
4822-RVYBB,Male,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
4145-UQXUQ,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
2754-SDJRD,Female,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1100 INR,No
1465-LNTLJ,Male,Yes,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),700 INR,No
9796-BPKIW,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),700 INR,No
2397-BRLOM,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),900 INR,Yes
3999-QGRJH,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
2761-XECQW,Male,Yes,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,500 INR,No
1016-DJTSV,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
1200-TUZHR,Female,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,900 INR,Yes
7130-VTEWQ,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
8808-ELEHO,Male,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,900 INR,Yes
4480-QQRHC,Female,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),800 INR,Yes
3389-YGYAI,Female,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
5233-GEEAX,Male,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,300 INR,Yes
3217-FZDMN,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1000 INR,No
5383-MMTWC,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
4884-ZTHVF,Female,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,No
7234-FECYN,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1100 INR,Yes
5698-BQJOH,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1000 INR,Yes
4445-ZJNMU,Male,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1000 INR,No
7102-JJVTX,Female,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,500 INR,No
1304-BCCFO,Male,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,800 INR,Yes
8270-RKSAP,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
6543-CPZMK,Male,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,400 INR,Yes
4765-OXPPD,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,700 INR,Yes
9734-YWGEX,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),1000 INR,Yes
7426-RHZGU,Male,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1000 INR,No
7363-QTBIW,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,800 INR,No
0013-MHZWF,Female,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),700 INR,No
3055-MJDSB,Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,Yes
5624-RYAMH,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,200 INR,No
0196-JTUQI,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),800 INR,No
7943-RQCHR,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
6439-LAJXL,Male,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,700 INR,No
4283-IVYCI,Male,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,700 INR,No
1262-OPMFY,Female,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),800 INR,Yes
1219-NNDDO,Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
4116-TZAQJ,Female,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),800 INR,No
7511-YMXVQ,Male,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,500 INR,Yes
8087-LGYHQ,Male,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
0002-ORFBO,Female,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,700 INR,No
9424-CMPOG,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
5141-ZUVBH,Female,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),1000 INR,No
8314-DPQHL,Male,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,600 INR,No
8931-GJJIQ,Female,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
2691-NZETQ,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
6158-DWPZT,Male,Yes,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),300 INR,Yes
0564-JJHGS,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
3987-KQDDU,Male,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,800 INR,No
4568-TTZRT,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
3352-RICWQ,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
8735-NBLWT,Male,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
8631-XVRZL,Male,No,No,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,300 INR,No
3030-YZADT,Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,500 INR,No
0570-BFQHT,Female,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,900 INR,No
0003-MKNFE,Male,No,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,600 INR,No
5569-KGJHX,Female,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),900 INR,Yes
1335-NTIUC,Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,300 INR,Yes
0260-ZDLGK,Female,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,800 INR,No
9643-YBLUR,Male,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),700 INR,No
9026-LHEVG,Female,No,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,500 INR,No
